uid,element_id,tag_name,text_content,class_name,x,y,width,height,xpath,page_url,source_file
001,,script,"{""AUI_TNR_V2_180836"":""C"",""AUI_PRELOAD_261698"":""C"",""AUI_TEMPLATE_WEBLAB_CACHE_333406"":""C"",""AUI_72554"":""C"",""AUI_A11Y_1_699934"":""C"",""AUI_KILLSWITCH_CSA_LOGGER_372963"":""C"",""AUI_A11Y_SR_678508"":""C"",""AUI_REL_NOREFERRER_NOOPENER_309527"":""C"",""AUI_PCI_RISK_BANNER_210084"":""C""}",,,,,,/[document]/html/body/div[3]/script,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
002,,script,"typeof uex === 'function' && uex('ld', 'portal-bb', {wb: 1})",,,,,,/[document]/html/body/div[3]/script[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
003,,script,"!function(n){function e(n,e){return{m:n,a:function(n){return[].slice.call(n)}(e)}}document.createElement(""header"");var r=function(n){function u(n,r,u){n[u]=function(){a._replay.push(r.concat(e(u,arguments)))}}var a={};return a._sourceName=n,a._replay=[],a.getNow=function(n,e){return e},a.when=function(){var n=[e(""when"",arguments)],r={};return u(r,n,""run""),u(r,n,""declare""),u(r,n,""publish""),u(r,n,""build""),r.depends=n,r.iff=function(){var r=n.concat([e(""iff"",arguments)]),a={};return u(a,r,""run""),u(a,r,""declare""),u(a,r,""publish""),u(a,r,""build""),a},r},u(a,[],""declare""),u(a,[],""build""),u(a,[],""publish""),u(a,[],""importEvent""),r._shims.push(a),a};r._shims=[],n.$Nav||(n.$Nav=r(""rcx-nav"")),n.$Nav.make||(n.$Nav.make=r)}(window)",,,,,,/[document]/html/body/div[3]/script[3],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
004,,script,"$Nav.importEvent('navbarJS-beaconbelt');
$Nav.declare('img.sprite', {
  'png32': 'https://web.archive.org/web/20240101002450/https://m.media-amazon.com/images/G/31/gno/sprites/nav-sprite-global-1x-reorg-privacy._CB600086755_.png',
  'png32-2x': 'https://web.archive.org/web/20240101002450/https://m.media-amazon.com/images/G/31/gno/sprites/nav-sprite-global-2x-reorg-privacy._CB600086755_.png'
});
$Nav.declare('img.timeline', {
  'timeline-icon-2x': 'https://web.archive.org/web/20240101002450/https://m.media-amazon.com/images/G/31/gno/sprites/timeline_sprite_2x._CB443580981_.png'
});
window._navbarSpriteUrl = 'https://web.archive.org/web/20240101002450/https://m.media-amazon.com/images/G/31/gno/sprites/nav-sprite-global-1x-reorg-privacy._CB600086755_.png';
$Nav.declare('img.pixel', 'https://web.archive.org/web/20240101002450/https://m.media-amazon.com/images/G/31/x-locale/common/transparent-pixel._CB485934990_.gif');",,,,,,/[document]/html/body/div[3]/script[4],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
005,,img,,,,,,,/[document]/html/body/div[3]/img,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
006,,img,"Skip to main content .in Delivering to Mumbai 400001 Update location All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches Search Amazon.in EN Hello, sign in Account & Lists Returns & Orders Cart All Fresh Amazon miniTV Sell Best Sellers Today's Deals Mobiles Electronics Customer Service Prime New Releases Home & Kitchen Fashion Gift Ideas Amazon Pay Computers Books Car & Motorbike Toys & Games Beauty & Personal Care Home Improvement Gift Cards Coupons Sports, Fitness & Outdoors Health, Household & Personal Care Grocery & Gourmet Foods Video Games Baby Subscribe & Save Pet Supplies Audible AmazonBasics Custom Products Previous slide Next slide Makeup products See more New looks for the new season Shop fashion Do up your home See more Smart gadgets by Amazon Shop now Value bazaar Shop daily essentials Work from home essentials Routers Laptops Keyboards, mice & more Headphones See more Revamp your home in style Bedsheets, curtains & more Home decoration Home storage Lighting solutions Explore all Innovations from Emerging Indian Brands Explore more startups Your recently viewed items and featured recommendations › View or edit your browsing history After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in. Your recently viewed items and featured recommendations › View or edit your browsing history After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in. Back to top Get to Know Us About Us Careers Press Releases Amazon Science Connect with Us Facebook Twitter Instagram Make Money with Us Sell on Amazon Sell under Amazon Accelerator Protect and Build Your Brand Amazon Global Selling Become an Affiliate Fulfilment by Amazon Advertise Your Products Amazon Pay on Merchants Let Us Help You COVID-19 and Amazon Your Account Returns Centre 100% Purchase Protection Amazon App Download Help English Australia Brazil Canada China France Germany Italy Japan Mexico Netherlands Poland Singapore Spain Turkey United Arab Emirates United Kingdom United States AbeBooks Books, art & collectibles Amazon Web Services Scalable Cloud Computing Services Audible Download Audio Books IMDb Movies, TV & Celebrities Shopbop Designer Fashion Brands Amazon Business Everything For Your Business Prime Now 2-Hour Delivery on Everyday Items Amazon Prime Music 100 million songs, ad-free Over 15 million podcast episodes Conditions of Use & Sale Privacy Notice Interest-Based Ads © 1996-2023, Amazon.com, Inc. or its affiliates",,,,,,/[document]/html/body/div[3]/img[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
007,,script,var nav_t_after_preload_sprite = + new Date();,,,,,,/[document]/html/body/div[3]/img[2]/script,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
008,,script,"(window.AmazonUIPageJS ? AmazonUIPageJS : P).when('navCF').execute(function() {
  (window.AmazonUIPageJS ? AmazonUIPageJS : P).load.js('https://web.archive.org/web/20240101002450/https://images-eu.ssl-images-amazon.com/images/I/41W974vG8QL._RC|71Gjy00HN5L.js,01F+A05ogQL.js,01phmzCOwJL.js,01eOvPdxG7L.js,71B8cJi+G8L.js,41306Iio4NL.js,115pV8Rl02L.js,01+pnQJuQ0L.js,21rDHgaooIL.js,41nqF5HJopL.js,51t-JTxfnwL.js,31Pa7Gj4ZBL.js,11lEMI5MhIL.js,313ANWt5xVL.js,01LEzWzrPZL.js,01AqeWA7PKL.js,71-pKfDl0GL.js,41k8iTU2aPL.js_.js?AUIClients/NavDesktopUberAsset&J2jwrulK#desktop.language-en.in.366740-T1.310484-T1.651011-T2');
});",,,,,,/[document]/html/body/div[3]/img[2]/script[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
009,,script,"if(window.navmet===undefined) {
      window.navmet=[];
      if (window.performance && window.performance.timing && window.ue_t0) {
        var t = window.performance.timing;
        var now = + new Date();
        window.navmet.basic = {
          'networkLatency': (t.responseStart - t.fetchStart),
          'navFirstPaint': (now - t.responseStart),
          'NavStart': (now - window.ue_t0)
        };
        window.navmet.push({key:""NavFirstPaintStart"",end:+new Date(),begin:window.ue_t0});
      }
    }
    if (window.ue_t0) {
      window.navmet.push({key:""NavMainStart"",end:+new Date(),begin:window.ue_t0});
    }",,,,,,/[document]/html/body/div[3]/img[2]/script[3],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
010,,script,window.navmet.tmp=+new Date();,,,,,,/[document]/html/body/div[3]/img[2]/script[4],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
011,,script,"// Nav start should be logged at this place only if request is NOT progressively loaded.
    // For progressive loading case this metric is logged as part of skeleton.
    // Presence of skeleton signals that request is progressively loaded.
    if(!document.getElementById(""navbar-skeleton"")) {
      window.uet && uet('ns');
    }
    window._navbar = (function (o) {
      o.componentLoaded = o.loading = function(){};
      o.browsepromos = {};
      o.issPromos = [];
      return o;
    }(window._navbar || {}));
    window._navbar.declareOnLoad = function () { window.$Nav && $Nav.declare('page.load'); };
    if (window.addEventListener) {
      window.addEventListener(""load"", window._navbar.declareOnLoad, false);
    } else if (window.attachEvent) {
      window.attachEvent(""onload"", window._navbar.declareOnLoad);
    } else if (window.$Nav) {
      $Nav.when('page.domReady').run(""OnloadFallbackSetup"", function () {
        window._navbar.declareOnLoad();
      });
    }
    window.$Nav && $Nav.declare('logEvent.enabled',
      'false');

    window.$Nav && $Nav.declare('config.lightningDeals', {});",,,,,,/[document]/html/body/div[3]/img[2]/script[5],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
012,,style,.nav-bluebeacon .nav-cobrand{background-image: url(https://web.archive.org/web/20240101002450im_/https://images-eu.ssl-images-amazon.com/images/G/31/gno/images/irctc/IRCTC_Logo-dark-small.png);} div.navFooterLine{white-space:normal;} div.navFooterColHead{white-space:normal;} #nav-flyout-ewc .nav-flyout-buffer-left { display: none; } #nav-flyout-ewc .nav-flyout-buffer-right { display: none; },,,,,,/[document]/html/body/div[3]/img[2]/style,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
013,,script,"try {
        window.$Nav && $Nav.when('$').run('defineIsArray', function(jQuery) { if(jQuery.isArray===undefined) { jQuery.isArray=function(param) { if(param.length===undefined) { return false; } return true; }; } }); window.$Nav && $Nav.when('$','$F','config','logEvent','panels','phoneHome','dataPanel','flyouts.renderPromo','flyouts.sloppyTrigger','flyouts.accessibility','util.mouseOut','util.onKey','debug.param').build('flyouts.buildSubPanels',function($,$F,config,logEvent,panels,phoneHome,dataPanel,renderPromo,createSloppyTrigger,a11yHandler,mouseOutUtility,onKey,debugParam){var flyoutDebug=debugParam('navFlyoutClick');return function(flyout,event){var linkKeys=[];$('.nav-item',flyout.elem()).each(function(){var $item=$(this);linkKeys.push({link:$item,panelKey:$item.attr('data-nav-panelkey')});});if(linkKeys.length===0){return;} var visible=false;var $parent=$('<div class=\'nav-subcats\'></div>').appendTo(flyout.elem());var panelGroup=flyout.getName()+'SubCats';var hideTimeout=null;var sloppyTrigger=createSloppyTrigger($parent);var showParent=function(){if(hideTimeout){clearTimeout(hideTimeout);hideTimeout=null;} if(visible){return;} var height=$('#nav-flyout-shopAll').height();$parent.css({'height': height});$parent.animate({width:'show'},{duration:200,complete:function(){$parent.css({overflow:'visible'});}});visible=true;};var hideParentNow=function(){$parent.stop().css({overflow:'hidden',display:'none',width:'auto',height:'auto'});panels.hideAll({group:panelGroup});visible=false;if(hideTimeout){clearTimeout(hideTimeout);hideTimeout=null;}};var hideParent=function(){if(!visible){return;} if(hideTimeout){clearTimeout(hideTimeout);hideTimeout=null;} hideTimeout=setTimeout(hideParentNow,10);};flyout.onHide(function(){sloppyTrigger.disable();hideParentNow();this.elem().hide();});var addPanel=function($link,panelKey){var panel=dataPanel({className:'nav-subcat',dataKey:panelKey,groups:[panelGroup],spinner:false,visible:false});if(!flyoutDebug){var mouseout=mouseOutUtility();mouseout.add(flyout.elem());mouseout.action(function(){panel.hide();});mouseout.enable();} var a11y=a11yHandler({link:$link,onEscape:function(){panel.hide();$link.focus();}});var logPanelInteraction=function(promoID,wlTriggers){var logNow=$F.once().on(function(){var panelEvent=$.extend({},event,{id:promoID});if(config.browsePromos&&!!config.browsePromos[promoID]){panelEvent.bp=1;} logEvent(panelEvent);phoneHome.trigger(wlTriggers);});if(panel.isVisible()&&panel.hasInteracted()){logNow();}else{panel.onInteract(logNow);}};panel.onData(function(data){renderPromo(data.promoID,panel.elem());logPanelInteraction(data.promoID,data.wlTriggers);});panel.onShow(function(){var columnCount=$('.nav-column',panel.elem()).length;panel.elem().addClass('nav-colcount-'+columnCount);showParent();var $subCatLinks=$('.nav-subcat-links > a',panel.elem());var length=$subCatLinks.length;if(length>0){var firstElementLeftPos=$subCatLinks.eq(0).offset().left;for(var i=1;i<length;i++){if(firstElementLeftPos===$subCatLinks.eq(i).offset().left){$subCatLinks.eq(i).addClass('nav_linestart');}} if($('span.nav-title.nav-item',panel.elem()).length===0){var catTitle=$.trim($link.html());catTitle=catTitle.replace(/ref=sa_menu_top/g,'ref=sa_menu');var $subPanelTitle=$('<span class=\'nav-title nav-item\'>'+ catTitle+'</span>');panel.elem().prepend($subPanelTitle);}} $link.addClass('nav-active');});panel.onHide(function(){$link.removeClass('nav-active');hideParent();a11y.disable();sloppyTrigger.disable();});panel.onShow(function(){a11y.elems($('a, area',panel.elem()));});sloppyTrigger.register($link,panel);if(flyoutDebug){$link.click(function(){if(panel.isVisible()){panel.hide();}else{panel.show();}});} var panelKeyHandler=onKey($link,function(){if(this.isEnter()||this.isSpace()){panel.show();}},'keydown',false);$link.focus(function(){panelKeyHandler.bind();}).blur(function(){panelKeyHandler.unbind();});panel.elem().appendTo($parent);};var hideParentAndResetTrigger=function(){hideParent();sloppyTrigger.disable();};for(var i=0;i<linkKeys.length;i++){var item=linkKeys[i];if(item.panelKey){addPanel(item.link,item.panelKey);}else{item.link.mouseover(hideParentAndResetTrigger);}}};});
      } catch ( err ) {
        if ( window.$Nav ) {
          window.$Nav.when('metrics', 'logUeError').run(function(metrics, log) {
            metrics.increment('NavJS:AboveNavInjection:error');
            log(err.toString(), {
              'attribution': 'rcx-nav',
              'logLevel': 'FATAL'
            });
          });
        }
      }",,,,,,/[document]/html/body/div[3]/img[2]/script[6],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
014,,noscript,,,,,,,/[document]/html/body/div[3]/img[2]/noscript,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
015,,style,"<!--
      #navbar #nav-shop .nav-a:hover {
        color: #ff9900;
        text-decoration: underline;
      }
      #navbar #nav-search .nav-search-facade,
      #navbar #nav-tools .nav-icon,
      #navbar #nav-shop .nav-icon,
      #navbar #nav-subnav .nav-hasArrow .nav-arrow {
        display: none;
      }
      #navbar #nav-search .nav-search-submit,
      #navbar #nav-search .nav-search-scope {
        display: block;
      }
      #nav-search .nav-search-scope {
        padding: 0 5px;
      }
      #navbar #nav-search .nav-search-dropdown {
        position: relative;
        top: 5px;
        height: 23px;
        font-size: 14px;
        opacity: 1;
        filter: alpha(opacity = 100);
      }
    -->",,,,,,/[document]/html/body/div[3]/img[2]/noscript/style,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
016,,script,"window.navmet.push({key:'PreNav',end:+new Date(),begin:window.navmet.tmp});",,,,,,/[document]/html/body/div[3]/img[2]/script[7],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
017,nav-top,a,,,,,,,/[document]/html/body/div[3]/img[2]/a,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
018,skiplink,a,Skip to main content,skip-link,,,,,/[document]/html/body/div[3]/img[2]/a[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
019,,script,window.navmet.main=+new Date();,,,,,,/[document]/html/body/div[3]/img[2]/script[8],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
020,navbar-main,header,".in Delivering to Mumbai 400001 Update location All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches Search Amazon.in EN Hello, sign in Account & Lists Returns & Orders Cart All Fresh Amazon miniTV Sell Best Sellers Today's Deals Mobiles Electronics Customer Service Prime New Releases Home & Kitchen Fashion Gift Ideas Amazon Pay Computers Books Car & Motorbike Toys & Games Beauty & Personal Care Home Improvement Gift Cards Coupons Sports, Fitness & Outdoors Health, Household & Personal Care Grocery & Gourmet Foods Video Games Baby Subscribe & Save Pet Supplies Audible AmazonBasics Custom Products",nav-opt-sprite nav-flex nav-locale-in nav-lang-en nav-ssl nav-unrec nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
021,navbar,div,".in Delivering to Mumbai 400001 Update location All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches Search Amazon.in EN Hello, sign in Account & Lists Returns & Orders Cart All Fresh Amazon miniTV Sell Best Sellers Today's Deals Mobiles Electronics Customer Service Prime New Releases Home & Kitchen Fashion Gift Ideas Amazon Pay Computers Books Car & Motorbike Toys & Games Beauty & Personal Care Home Improvement Gift Cards Coupons Sports, Fitness & Outdoors Health, Household & Personal Care Grocery & Gourmet Foods Video Games Baby Subscribe & Save Pet Supplies Audible AmazonBasics Custom Products",nav-sprite-v1 celwidget nav-bluebeacon nav-a11y-t1 bold-focus-hover layout2 nav-flex layout3 layout3-alt nav-packard-glow hamburger nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
022,nav-belt,div,".in Delivering to Mumbai 400001 Update location All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches Search Amazon.in EN Hello, sign in Account & Lists Returns & Orders Cart",,,,,,/[document]/html/body/div[3]/img[2]/header/div/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
023,,div,.in Delivering to Mumbai 400001 Update location,nav-left,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
024,,script,window.navmet.tmp=+new Date();,,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/script,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
025,nav-logo,div,.in,,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
026,nav-logo-sprites,a,.in,nav-logo-link nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div/a,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
027,,span,,nav-sprite nav-logo-base,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div/a/span,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
028,logo-ext,span,,nav-sprite nav-logo-ext nav-progressive-content,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div/a/span[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
029,,span,.in,nav-logo-locale,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div/a/span[3],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
030,,script,"window.navmet.push({key:'Logo',end:+new Date(),begin:window.navmet.tmp});",,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/script[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
031,nav-global-location-slot,div,Delivering to Mumbai 400001 Update location,,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
032,nav-global-location-data-modal-action,span,Delivering to Mumbai 400001 Update location,a-declarative nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/span,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
033,nav-global-location-popover-link,a,Delivering to Mumbai 400001 Update location,nav-a nav-a-2 a-popover-trigger a-declarative nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/span/a,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
034,nav-packard-glow-loc-icon,div,,nav-sprite nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/span/a/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
035,glow-ingress-block,div,Delivering to Mumbai 400001 Update location,,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/span/a/div[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
036,glow-ingress-line1,span,Delivering to Mumbai 400001,nav-line-1 nav-progressive-content,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/span/a/div[2]/span,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
037,glow-ingress-line2,span,Update location,nav-line-2 nav-progressive-content,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/span/a/div[2]/span[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
038,unifiedLocation1ClickAddress,input,,nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/input,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
039,ubbShipTo,input,,nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/input[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
040,glowValidationToken,input,,nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/input[3],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
041,glowDestinationType,input,,nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[2]/input[4],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
042,nav-global-location-toaster-script-container,div,,nav-progressive-content,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div/div[3],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
043,,div,"All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches Search Amazon.in",nav-fill,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div[2],https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
044,,script,window.navmet.tmp=+new Date();,,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div[2]/script,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
045,nav-search,div,"All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches Search Amazon.in",,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div[2]/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
046,nav-bar-left,div,,,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div[2]/div/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
047,nav-search-bar-form,form,"All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches Search Amazon.in",nav-searchbar nav-progressive-attribute,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div[2]/div/form,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
048,,div,"All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches",nav-left,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div[2]/div/form/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
049,nav-search-dropdown-card,div,"All Select the department you want to search in All Categories Alexa Skills Amazon Devices Amazon Fashion Amazon Fresh Amazon Pharmacy Appliances Apps & Games Audible Audiobooks Baby Beauty Books Car & Motorbike Clothing & Accessories Collectibles Computers & Accessories Electronics Furniture Garden & Outdoors Gift Cards Grocery & Gourmet Foods Health & Personal Care Home & Kitchen Industrial & Scientific Jewellery Kindle Store Luggage & Bags Luxury Beauty Movies & TV Shows Music Musical Instruments Office Products Pet Supplies Prime Video Shoes & Handbags Software Sports, Fitness & Outdoors Subscribe & Save Tools & Home Improvement Toys & Games Under ₹500 Video Games Watches",,,,,,/[document]/html/body/div[3]/img[2]/header/div/div/div[2]/div/form/div/div,https://web.archive.org/web/20240101002450/https://www.amazon.in/,20240101002450.html
